"guideline anchor","guideline url",mirror_file,timestamp
"SonoVue (sulphur hexafluoride microbubbles) – contrast agent for contrast-enhanced ultrasound imaging of the liver.",https://www.guideline.gov/summaries/summary/48541/sonovue-sulphur-hexafluoride-microbubbles---contrast-agent-for-contrastenhanced-ultrasound-imaging-of-the-liver,./sonovue-sulphur-hexafluoride-microbubbles---contrast-agent-for-contrastenhanced-ultrasound-imaging-of-the-liver,20180713052246
"Bosutinib for previously treated chronic myeloid leukaemia.",https://www.guideline.gov/summaries/summary/47708/bosutinib-for-previously-treated-chronic-myeloid-leukaemia,./bosutinib-for-previously-treated-chronic-myeloid-leukaemia,20180713024235
"Clostridium difficile infection in adults and children.",https://www.guideline.gov/summaries/summary/51054/clostridium-difficile-infection-in-adults-and-children,./clostridium-difficile-infection-in-adults-and-children,20180712210737
"Clinical practice guidelines for management of gout.",https://www.guideline.gov/summaries/summary/47897/clinical-practice-guidelines-for-management-of-gout,./clinical-practice-guidelines-for-management-of-gout,20180712211631
"Final recommendation statement: skin cancer: screening.",https://www.guideline.gov/summaries/summary/50416/final-recommendation-statement-skin-cancer-screening,./final-recommendation-statement-skin-cancer-screening,20180713035335
"Evidence-based guideline: treatment of tardive syndromes: report of the Guideline Development Subcommittee of the American Academy of Neurology.",https://www.guideline.gov/summaries/summary/47021/evidencebased-guideline-treatment-of-tardive-syndromes-report-of-the-guideline-development-subcommittee-of-the-american-academy-of-neurology,./evidencebased-guideline-treatment-of-tardive-syndromes-report-of-the-guideline-development-subcommittee-of-the-american-academy-of-neurology,20180713033521
"ACR Appropriateness Criteria® hemoptysis.",https://www.guideline.gov/summaries/summary/48289/acr-appropriateness-criteria--hemoptysis,./acr-appropriateness-criteria--hemoptysis,20180713043813
"Community management of opioid overdose.",https://www.guideline.gov/summaries/summary/48893/community-management-of-opioid-overdose,./community-management-of-opioid-overdose,20180712204946
"Management of small renal masses: American Society of Clinical Oncology clinical practice guideline.",https://www.guideline.gov/summaries/summary/50659/management-of-small-renal-masses-american-society-of-clinical-oncology-clinical-practice-guideline,./management-of-small-renal-masses-american-society-of-clinical-oncology-clinical-practice-guideline,20180713041418
"Depth of anaesthesia monitors – Bispectral Index (BIS), E-Entropy and Narcotrend-Compact M.",https://www.guideline.gov/summaries/summary/48538/depth-of-anaesthesia-monitors---bispectral-index-bis-eentropy-and-narcotrendcompact-m,./depth-of-anaesthesia-monitors---bispectral-index-bis-eentropy-and-narcotrendcompact-m,20180713040208
"Evidence-based clinical practice guideline: autologous breast reconstruction with DIEP or pedicled TRAM abdominal flaps.",https://www.guideline.gov/summaries/summary/51186/evidencebased-clinical-practice-guideline-autologous-breast-reconstruction-with-diep-or-pedicled-tram-abdominal-flaps,./evidencebased-clinical-practice-guideline-autologous-breast-reconstruction-with-diep-or-pedicled-tram-abdominal-flaps,20180712205428
"Best evidence statement (BESt). Team building and mentoring for increased satisfaction and retention.",https://www.guideline.gov/summaries/summary/44353/best-evidence-statement-best-team-building-and-mentoring-for-increased-satisfaction-and-retention,./best-evidence-statement-best-team-building-and-mentoring-for-increased-satisfaction-and-retention,20180713024431
"Mature oocyte cryopreservation: a guideline.",https://www.guideline.gov/summaries/summary/46417/mature-oocyte-cryopreservation-a-guideline,./mature-oocyte-cryopreservation-a-guideline,20180712204128
"Management of lung cancer. A national clinical guideline.",https://www.guideline.gov/summaries/summary/47788/management-of-lung-cancer-a-national-clinical-guideline,./management-of-lung-cancer-a-national-clinical-guideline,20180712205445
"Guidelines for the use of local anesthesia in office-based dermatologic surgery.",https://www.guideline.gov/summaries/summary/50327/guidelines-for-the-use-of-local-anesthesia-in-officebased-dermatologic-surgery,./guidelines-for-the-use-of-local-anesthesia-in-officebased-dermatologic-surgery,20180712203515
"ACR Appropriateness Criteria® nonischemic myocardial disease with clinical manifestations (ischemic cardiomyopathy already excluded).",https://www.guideline.gov/summaries/summary/47648/acr-appropriateness-criteria--nonischemic-myocardial-disease-with-clinical-manifestations-ischemic-cardiomyopathy-already-excluded,./acr-appropriateness-criteria--nonischemic-myocardial-disease-with-clinical-manifestations-ischemic-cardiomyopathy-already-excluded,20180713042831
"The management of diabetic foot: a clinical practice guideline by the Society for Vascular Surgery in collaboration with the American Podiatric Medical Association and the Society for Vascular Medicine.",https://www.guideline.gov/summaries/summary/50181/the-management-of-diabetic-foot-a-clinical-practice-guideline-by-the-society-for-vascular-surgery-in-collaboration-with-the-american-podiatric-medical-association-and-the-society-for-vascular-medicine,./the-management-of-diabetic-foot-a-clinical-practice-guideline-by-the-society-for-vascular-surgery-in-collaboration-with-the-american-podiatric-medical-association-and-the-society-for-vascular-medicine,20180712203401
"Early thrombus removal strategies for acute deep venous thrombosis: clinical practice guidelines for the Society for Vascular Surgery and the American Venous Forum.",https://www.guideline.gov/summaries/summary/48475/early-thrombus-removal-strategies-for-acute-deep-venous-thrombosis-clinical-practice-guidelines-for-the-society-for-vascular-surgery-and-the-american-venous-forum,./early-thrombus-removal-strategies-for-acute-deep-venous-thrombosis-clinical-practice-guidelines-for-the-society-for-vascular-surgery-and-the-american-venous-forum,20180712203811
"Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines for CYP2C19 and voriconazole therapy.",https://www.guideline.gov/summaries/summary/51060/clinical-pharmacogenetics-implementation-consortium-cpic-guidelines-for-cyp2c19-and-voriconazole-therapy,./clinical-pharmacogenetics-implementation-consortium-cpic-guidelines-for-cyp2c19-and-voriconazole-therapy,20180712205831
"Implantable cardioverter defibrillators and cardiac resynchronisation therapy for arrhythmias and heart failure (review of TA95 and TA120).",https://www.guideline.gov/summaries/summary/48335/implantable-cardioverter-defibrillators-and-cardiac-resynchronisation-therapy-for-arrhythmias-and-heart-failure-review-of-ta95-and-ta120,./implantable-cardioverter-defibrillators-and-cardiac-resynchronisation-therapy-for-arrhythmias-and-heart-failure-review-of-ta95-and-ta120,20180713033251
"Guidelines for the management of hiatal hernia.",https://www.guideline.gov/summaries/summary/47101/guidelines-for-the-management-of-hiatal-hernia,./guidelines-for-the-management-of-hiatal-hernia,20180712203527
"Best evidence statement (BESt). Skin to skin care in a level III-IV NICU.",https://www.guideline.gov/summaries/summary/46460/best-evidence-statement-best-skin-to-skin-care-in-a-level-iiiiv-nicu,./best-evidence-statement-best-skin-to-skin-care-in-a-level-iiiiv-nicu,20180713031046
"Health worker roles in providing safe abortion care and post-abortion contraception.",https://www.guideline.gov/summaries/summary/51183/health-worker-roles-in-providing-safe-abortion-care-and-postabortion-contraception,./health-worker-roles-in-providing-safe-abortion-care-and-postabortion-contraception,20180712210604
"ACR Appropriateness Criteria® second and third trimester bleeding.",https://www.guideline.gov/summaries/summary/47688/acr-appropriateness-criteria--second-and-third-trimester-bleeding,./acr-appropriateness-criteria--second-and-third-trimester-bleeding,20180712192303
"Presentation, diagnosis, and medical management of heart failure in children: Canadian Cardiovascular Society guidelines.",https://www.guideline.gov/summaries/summary/47874/presentation-diagnosis-and-medical-management-of-heart-failure-in-children-canadian-cardiovascular-society-guidelines,./presentation-diagnosis-and-medical-management-of-heart-failure-in-children-canadian-cardiovascular-society-guidelines,20180712192348
"ACR Appropriateness Criteria® imaging of possible tuberculosis.",https://www.guideline.gov/summaries/summary/50496/acr-appropriateness-criteria--imaging-of-possible-tuberculosis,./acr-appropriateness-criteria--imaging-of-possible-tuberculosis,20180713022444
"Common breast problems.",https://www.guideline.gov/summaries/summary/46938/common-breast-problems,./common-breast-problems,20180712210717
"Medical management of kidney stones: AUA guideline.",https://www.guideline.gov/summaries/summary/48229/medical-management-of-kidney-stones-aua-guideline,./medical-management-of-kidney-stones-aua-guideline,20180609222341
"Diagnostic criteria and classification of hyperglycaemia first detected in pregnancy.",https://www.guideline.gov/summaries/summary/49016/diagnostic-criteria-and-classification-of-hyperglycaemia-first-detected-in-pregnancy,./diagnostic-criteria-and-classification-of-hyperglycaemia-first-detected-in-pregnancy,20180712204940
"American Gastroenterological Association Institute guideline on the diagnosis and management of Lynch syndrome.",https://www.guideline.gov/summaries/summary/49889/american-gastroenterological-association-institute-guideline-on-the-diagnosis-and-management-of-lynch-syndrome,./american-gastroenterological-association-institute-guideline-on-the-diagnosis-and-management-of-lynch-syndrome,20180712202854
"Timing and type of surgical treatment of Clostridium difficile-associated disease: a practice management guideline from the Eastern Association for the Surgery of Trauma.",https://www.guideline.gov/summaries/summary/48870/timing-and-type-of-surgical-treatment-of-clostridium-difficileassociated-disease-a-practice-management-guideline-from-the-eastern-association-for-the-surgery-of-trauma,./timing-and-type-of-surgical-treatment-of-clostridium-difficileassociated-disease-a-practice-management-guideline-from-the-eastern-association-for-the-surgery-of-trauma,20180713022442
"British Association of Dermatologists guidelines for biologic therapy for psoriasis 2017.",https://www.guideline.gov/summaries/summary/51117/british-association-of-dermatologists-guidelines-for-biologic-therapy-for-psoriasis-2017,./british-association-of-dermatologists-guidelines-for-biologic-therapy-for-psoriasis-2017,20180712210341
"Treatment of the hypertensive disorders of pregnancy. In: Diagnosis, evaluation, and management of the hypertensive disorders of pregnancy: executive summary.",https://www.guideline.gov/summaries/summary/48057/treatment-of-the-hypertensive-disorders-of-pregnancy-in-diagnosis-evaluation-and-management-of-the-hypertensive-disorders-of-pregnancy-executive-summary,./treatment-of-the-hypertensive-disorders-of-pregnancy-in-diagnosis-evaluation-and-management-of-the-hypertensive-disorders-of-pregnancy-executive-summary,20180712211247
